taxonID,locationID,locality,countryCode,occurrenceStatus,establishmentMeans,degreeOfEstablishment,pathway,eventDate,source,occurrenceRemarks
belgian-formicidae-checklist:taxon:00853c55544ff7fe4f96d28d4ecd850b,ISO_3166-2:BE-VLG,Flemish Region,BE,present,native,native,,1987/2023,FORMIDABEL Databank,
belgian-formicidae-checklist:taxon:00853c55544ff7fe4f96d28d4ecd850b,ISO_3166-2:BE-WAL,Walloon Region,BE,present,native,native,,1920/2011,FORMIDABEL Databank,
belgian-formicidae-checklist:taxon:00853c55544ff7fe4f96d28d4ecd850b,ISO_3166-2:BE-BRU,Brussels-Capital Region,BE,present,native,native,,2009/2009,FORMIDABEL Databank,
belgian-formicidae-checklist:taxon:014918b80fb792fac60dc4170ec5e07d,ISO_3166-2:BE-VLG,Flemish Region,BE,present,native,native,,1866/2023,FORMIDABEL Databank,
belgian-formicidae-checklist:taxon:014918b80fb792fac60dc4170ec5e07d,ISO_3166-2:BE-WAL,Walloon Region,BE,present,native,native,,1896/2023,FORMIDABEL Databank,
belgian-formicidae-checklist:taxon:014918b80fb792fac60dc4170ec5e07d,ISO_3166-2:BE-BRU,Brussels-Capital Region,BE,present,native,native,,1908/2023,FORMIDABEL Databank,
belgian-formicidae-checklist:taxon:06b77f14573712f858ebe8b821715c59,ISO_3166-2:BE-VLG,Flemish Region,BE,present,introduced,transported,,2023/2023,"Noordijk J, 2023. Wijdverspreide vestiging in Nederland en eerste melding voor België  van de gewone dikkop Pheidole pallidula (Hymenoptera: Formicidae). Forum Formicidarum 24(1).","Pheidole pallidula; minors/majors/mannen; 15 februari 2023; Wortegem-Petegem; in huis van importeur mediterrane planten, kolonies lijken aanwezig achter plinten, in de woning worden in de winter dwergdadelpalmen opgeslagen; leg. anoniem; det. J. Noordijk; zie ook artikel Noordijk 2023 Wijdverspreide vestiging in Nederland en eerste melding voor België van de gewone dikkop Pheidole pallidula (Hymenoptera: Formicidae). Forum Formicidarum 24(1)."
belgian-formicidae-checklist:taxon:0aaff6820c2a6716a993a4da7242b7aa,ISO_3166-2:BE-VLG,Flemish Region,BE,present,native,native,,1997/2023,FORMIDABEL Databank,
belgian-formicidae-checklist:taxon:0aaff6820c2a6716a993a4da7242b7aa,ISO_3166-2:BE-WAL,Walloon Region,BE,present,native,native,,2004/2023,FORMIDABEL Databank,
belgian-formicidae-checklist:taxon:0b0c40b4abdd6903755d8a79e43cb858,ISO_3166-2:BE-VLG,Flemish Region,BE,present,native,native,,1920/2023,FORMIDABEL Databank,
belgian-formicidae-checklist:taxon:0b0c40b4abdd6903755d8a79e43cb858,ISO_3166-2:BE-WAL,Walloon Region,BE,present,native,native,,1905/2023,FORMIDABEL Databank,
belgian-formicidae-checklist:taxon:0b0c40b4abdd6903755d8a79e43cb858,ISO_3166-2:BE-BRU,Brussels-Capital Region,BE,present,native,native,,1920/2023,FORMIDABEL Databank,
belgian-formicidae-checklist:taxon:0b2887204e24813048726a98a0282aed,ISO_3166-2:BE-WAL,Walloon Region,BE,absent,native,native,,1918/1918,FORMIDABEL Databank,
belgian-formicidae-checklist:taxon:0c00a7f95bf886620aaf230ef19c4702,ISO_3166-2:BE-WAL,Walloon Region,BE,present,introduced,established,contaminantNursery,2004/2023,"Dekoninck, W., Maelfait, J-P., Vankerkhoven, F., Baugnée, J-Y., and Grootaert, P., 2006. An update of the clecklist of the Belgian ant fauna with comments on new species for the country (Hymenoptera, Formicidae). Belgian Journal of Entomology 8, 27-41. | Boer, P., 2015. Mieren van de Benelux.  | http://www.formicidae-atlas.be/  | Dekoninck, W., Ignace, D., Vankerkhoven, F., Wegnez, P., 2012. Verspreidingsatlas van de mieren in België.  | https://hal.archives-ouvertes.fr/hal-02109530/document  | Dekoninck W. & Brouckaert D., 2011. Paratrechina longicornis an introduced ant in a subtropicaswimming pool infrastructure in Belgium. Bulletin S.R.B.E./K.B.V.E., 147: 99-101.  | FORMIDABEL Databank","in huizen, serres"
belgian-formicidae-checklist:taxon:0c00a7f95bf886620aaf230ef19c4702,ISO_3166-2:BE-WAL,Walloon Region,BE,present,introduced,established,transportationHabitatMaterial,2004/2023,"Dekoninck, W., Maelfait, J-P., Vankerkhoven, F., Baugnée, J-Y., and Grootaert, P., 2006. An update of the clecklist of the Belgian ant fauna with comments on new species for the country (Hymenoptera, Formicidae). Belgian Journal of Entomology 8, 27-41. | Boer, P., 2015. Mieren van de Benelux.  | http://www.formicidae-atlas.be/  | Dekoninck, W., Ignace, D., Vankerkhoven, F., Wegnez, P., 2012. Verspreidingsatlas van de mieren in België.  | https://hal.archives-ouvertes.fr/hal-02109530/document  | Dekoninck W. & Brouckaert D., 2011. Paratrechina longicornis an introduced ant in a subtropicaswimming pool infrastructure in Belgium. Bulletin S.R.B.E./K.B.V.E., 147: 99-101.  | FORMIDABEL Databank","in huizen, serres"
belgian-formicidae-checklist:taxon:0c00a7f95bf886620aaf230ef19c4702,ISO_3166-2:BE-WAL,Walloon Region,BE,present,introduced,established,contaminantOnPlants,2004/2023,"Dekoninck, W., Maelfait, J-P., Vankerkhoven, F., Baugnée, J-Y., and Grootaert, P., 2006. An update of the clecklist of the Belgian ant fauna with comments on new species for the country (Hymenoptera, Formicidae). Belgian Journal of Entomology 8, 27-41. | Boer, P., 2015. Mieren van de Benelux.  | http://www.formicidae-atlas.be/  | Dekoninck, W., Ignace, D., Vankerkhoven, F., Wegnez, P., 2012. Verspreidingsatlas van de mieren in België.  | https://hal.archives-ouvertes.fr/hal-02109530/document  | Dekoninck W. & Brouckaert D., 2011. Paratrechina longicornis an introduced ant in a subtropicaswimming pool infrastructure in Belgium. Bulletin S.R.B.E./K.B.V.E., 147: 99-101.  | FORMIDABEL Databank","in huizen, serres"
belgian-formicidae-checklist:taxon:0d7d6fd91f619552285eb56d4d191260,ISO_3166-2:BE-WAL,Walloon Region,BE,present,native,native,,1949/2023,FORMIDABEL Databank,
belgian-formicidae-checklist:taxon:0dbc05f5d94a2e738238300990ce2211,ISO_3166-2:BE-VLG,Flemish Region,BE,present,native,native,,1867/2023,FORMIDABEL Databank,
belgian-formicidae-checklist:taxon:0dbc05f5d94a2e738238300990ce2211,ISO_3166-2:BE-WAL,Walloon Region,BE,present,native,native,,1866/2023,FORMIDABEL Databank,
belgian-formicidae-checklist:taxon:0dbc05f5d94a2e738238300990ce2211,ISO_3166-2:BE-BRU,Brussels-Capital Region,BE,present,native,native,,1884/2023,FORMIDABEL Databank,
belgian-formicidae-checklist:taxon:116fc35685c3bd11b23a68a14041e0d3,ISO_3166-2:BE-VLG,Flemish Region,BE,present,native,native,,1928/2023,FORMIDABEL Databank,
belgian-formicidae-checklist:taxon:116fc35685c3bd11b23a68a14041e0d3,ISO_3166-2:BE-WAL,Walloon Region,BE,present,native,native,,1910/2023,FORMIDABEL Databank,
belgian-formicidae-checklist:taxon:116fc35685c3bd11b23a68a14041e0d3,ISO_3166-2:BE-BRU,Brussels-Capital Region,BE,present,native,native,,1909/2023,FORMIDABEL Databank,
belgian-formicidae-checklist:taxon:127f27b83959a4e0b9b42422aec5e049,ISO_3166-2:BE-VLG,Flemish Region,BE,present,introduced,casual,,2020/2021,"VAN DIJCK T, JACOBS, J, ARTOIS T, DEKONINCK W & VANKERKHOVEN F, 2023. Hypoponera eduardi (Forel, 1894) (Hymenoptera: Formicidae) on extensive green roofs in the Province of Antwerp: a new species for the Belgian ant fauna. Bulletin SRBE/KBVE, 158: 225-231.",
belgian-formicidae-checklist:taxon:168799e6d3730233c734e71d8b1c5151,ISO_3166-2:BE-VLG,Flemish Region,BE,present,native,native,,1866/2023,FORMIDABEL Databank,
belgian-formicidae-checklist:taxon:168799e6d3730233c734e71d8b1c5151,ISO_3166-2:BE-WAL,Walloon Region,BE,present,native,native,,1874/2023,FORMIDABEL Databank,
belgian-formicidae-checklist:taxon:168799e6d3730233c734e71d8b1c5151,ISO_3166-2:BE-BRU,Brussels-Capital Region,BE,present,native,native,,1909/2023,FORMIDABEL Databank,
belgian-formicidae-checklist:taxon:172be019b220e0edb45638245f88ea48,ISO_3166-2:BE-WAL,Walloon Region,BE,present,native,native,,1974/2022,"Vankerkhoven F & Dekoninck W, 2022. The socially parasitic ants of the Tetramorium caespitum/impurum complex: an overview of the observations in Belgium (Hymenoptera: Formicidae). Bulletin SRBE/KBVE, 158: 68-78.",
belgian-formicidae-checklist:taxon:172be019b220e0edb45638245f88ea48,ISO_3166-2:BE-VLG,Flemish Region,BE,present,native,native,,1958/2022,"Vankerkhoven F & Dekoninck W, 2022. The socially parasitic ants of the Tetramorium caespitum/impurum complex: an overview of the observations in Belgium (Hymenoptera: Formicidae). Bulletin SRBE/KBVE, 158: 68-78.",
belgian-formicidae-checklist:taxon:17c2cbb37ea8f36503ee1be2130a6a70,ISO_3166-2:BE-WAL,Walloon Region,BE,present,native,native,,1910/2023,FORMIDABEL Databank,
belgian-formicidae-checklist:taxon:18daedc71cea2ad67599d6368512be04,ISO_3166-2:BE-VLG,Flemish Region,BE,present,native,native,,1977/2023,FORMIDABEL Databank,
belgian-formicidae-checklist:taxon:18daedc71cea2ad67599d6368512be04,ISO_3166-2:BE-WAL,Walloon Region,BE,doubtful,native,native,,1910/1910,FORMIDABEL Databank,
belgian-formicidae-checklist:taxon:19c03a61dd4a7ace9303b12d684faf53,ISO_3166-2:BE-WAL,Walloon Region,BE,present,native,native,,2007/2008,"Dekoninck W, Wegnez P & Cournault L, 2009. A list of ant species collected in the surrounding area of Rocher Frédericq (Hockai) with the first record of Leptothorax gredleri Mayr, 1855 for Belgium. Bulletin S.R.B.E./K.B.V.E., 145: 22-24.",
belgian-formicidae-checklist:taxon:1a01ace56d7703eac736da8647d74a4a,ISO_3166-2:BE-VLG,Flemish Region,BE,present,introduced,casual,timberTrade,1998/2023,"Dekoninck, W., Pauly, A., 2002. Camponotus vagus Scopoli, 1763 (Hymenoptera Formicidae) a new ant species for Belgium? Bulletin de la Société royale belge d'Entomologie; 138:29-30. | Dekoninck, W., Ignace, D., Vankerkhoven, F., Wegnez, P., 2012. Verspreidingsatlas van de mieren in België.
| waarnemingen.be/observation/101695314/ | van Loon, A.J. & Noordwijk, M. Verschoor, 2016. Import van de zwarte reuzenmier (Hymenoptera:
Formicidae: Camponotus vagus) met wijnstokken. Entomologische berichten 76 (5), 197-198. | Boer, P., 2015. Mieren van de Benelux. | https://www.nederlandsesoorten.nl/linnaeus_ng/app/views/species/nsr_taxon.php?id=165250 | http://www.formicidae-atlas.be/ | Dekoninck, W, Maelfait, J-P, Vankerkhoven, F, Baugnée, J-Y, and Grootaert, P, 2006. An update of the checklist of the Belgian ant fauna with comments on new species for the country (Hymenoptera, Formicidae). Belgian Journal of Entomology 8, 27-41.","in Belgium encountered in nature | in the south of France imported by roof insolation | in the Netherlands introduced in parks, and deliberately in the dunes"
belgian-formicidae-checklist:taxon:1a01ace56d7703eac736da8647d74a4a,ISO_3166-2:BE-VLG,Flemish Region,BE,present,introduced,casual,transportationHabitatMaterial,1998/2023,"Dekoninck, W., Pauly, A., 2002. Camponotus vagus Scopoli, 1763 (Hymenoptera Formicidae) a new ant species for Belgium? Bulletin de la Société royale belge d'Entomologie; 138:29-30. | Dekoninck, W., Ignace, D., Vankerkhoven, F., Wegnez, P., 2012. Verspreidingsatlas van de mieren in België.
| waarnemingen.be/observation/101695314/ | van Loon, A.J. & Noordwijk, M. Verschoor, 2016. Import van de zwarte reuzenmier (Hymenoptera:
Formicidae: Camponotus vagus) met wijnstokken. Entomologische berichten 76 (5), 197-198. | Boer, P., 2015. Mieren van de Benelux. | https://www.nederlandsesoorten.nl/linnaeus_ng/app/views/species/nsr_taxon.php?id=165250 | http://www.formicidae-atlas.be/ | Dekoninck, W, Maelfait, J-P, Vankerkhoven, F, Baugnée, J-Y, and Grootaert, P, 2006. An update of the checklist of the Belgian ant fauna with comments on new species for the country (Hymenoptera, Formicidae). Belgian Journal of Entomology 8, 27-41.","in Belgium encountered in nature | in the south of France imported by roof insolation | in the Netherlands introduced in parks, and deliberately in the dunes"
belgian-formicidae-checklist:taxon:1d59be9f5c875dc89dabda9fa9046b40,ISO_3166-2:BE-VLG,Flemish Region,BE,present,native,native,,1977/1987,FORMIDABEL Databank,
belgian-formicidae-checklist:taxon:1d59be9f5c875dc89dabda9fa9046b40,ISO_3166-2:BE-WAL,Walloon Region,BE,present,native,native,,1918/1918,FORMIDABEL Databank,
belgian-formicidae-checklist:taxon:200b8c80161b4c9dfa9284fd9041e310,ISO_3166-2:BE-WAL,Walloon Region,BE,present,native,native,,1881/2023,FORMIDABEL Databank,
belgian-formicidae-checklist:taxon:200b8c80161b4c9dfa9284fd9041e310,ISO_3166-2:BE-VLG,Flemish Region,BE,present,native,native,,2004/2022,FORMIDABEL Databank,
belgian-formicidae-checklist:taxon:2221bb1c3965593a1d5a4b15bd638283,ISO_3166-2:BE-WAL,Walloon Region,BE,present,native,native,,2006/2006,FORMIDABEL Databank,
belgian-formicidae-checklist:taxon:231669399c264299ac25a4323ccdf52f,ISO_3166-2:BE-VLG,Flemish Region,BE,present,native,native,,1987/2017,FORMIDABEL Databank,
belgian-formicidae-checklist:taxon:231669399c264299ac25a4323ccdf52f,ISO_3166-2:BE-WAL,Walloon Region,BE,present,native,native,,1910/2010,FORMIDABEL Databank,
belgian-formicidae-checklist:taxon:27bb7a9ac86ba2c5def015e533b0e385,ISO_3166-2:BE-WAL,Walloon Region,BE,absent,native,native,,1899/1918,FORMIDABEL Databank,
belgian-formicidae-checklist:taxon:27bb7a9ac86ba2c5def015e533b0e385,ISO_3166-2:BE-BRU,Brussels-Capital Region,BE,absent,native,native,,1910/1910,FORMIDABEL Databank,
belgian-formicidae-checklist:taxon:2d57d07e1d3d3026cac2d4d4d94a4421,ISO_3166-2:BE-VLG,Flemish Region,BE,present,introduced,established,contaminantOnPlants,2009/2023,"Dekoninck, W., Ignace, D. & Wegnez, P., 2010. Records of a new pest ant species in Belgium, Technomyrmex vitiensis Mann, 1921. Bulletin S.R.B.E./K.B.V.E., 146: 83-90. | Boer, P., 2015. Mieren van de Benelux. | http://www.formicidae-atlas.be/  | https://www.nederlandsesoorten.nl/linnaeus_ng/app/views/species/nsr_taxon.php?id=165355&cat=162 | Dekoninck, W., Ignace, D., Vankerkhoven, F., Wegnez, P., 2012. Verspreidingsatlas van de mieren in België. | https://hal.archives-ouvertes.fr/hal-02109530/document | FORMIDABEL Databank",greenhouses | introduced after 1980
belgian-formicidae-checklist:taxon:2d57d07e1d3d3026cac2d4d4d94a4421,ISO_3166-2:BE-VLG,Flemish Region,BE,present,introduced,established,transportationHabitatMaterial,2009/2023,"Dekoninck, W., Ignace, D. & Wegnez, P., 2010. Records of a new pest ant species in Belgium, Technomyrmex vitiensis Mann, 1921. Bulletin S.R.B.E./K.B.V.E., 146: 83-90. | Boer, P., 2015. Mieren van de Benelux. | http://www.formicidae-atlas.be/  | https://www.nederlandsesoorten.nl/linnaeus_ng/app/views/species/nsr_taxon.php?id=165355&cat=162 | Dekoninck, W., Ignace, D., Vankerkhoven, F., Wegnez, P., 2012. Verspreidingsatlas van de mieren in België. | https://hal.archives-ouvertes.fr/hal-02109530/document | FORMIDABEL Databank",greenhouses | introduced after 1980
belgian-formicidae-checklist:taxon:2d57d07e1d3d3026cac2d4d4d94a4421,ISO_3166-2:BE-VLG,Flemish Region,BE,present,introduced,established,contaminantNursery,2009/2023,"Dekoninck, W., Ignace, D. & Wegnez, P., 2010. Records of a new pest ant species in Belgium, Technomyrmex vitiensis Mann, 1921. Bulletin S.R.B.E./K.B.V.E., 146: 83-90. | Boer, P., 2015. Mieren van de Benelux. | http://www.formicidae-atlas.be/  | https://www.nederlandsesoorten.nl/linnaeus_ng/app/views/species/nsr_taxon.php?id=165355&cat=162 | Dekoninck, W., Ignace, D., Vankerkhoven, F., Wegnez, P., 2012. Verspreidingsatlas van de mieren in België. | https://hal.archives-ouvertes.fr/hal-02109530/document | FORMIDABEL Databank",greenhouses | introduced after 1980
belgian-formicidae-checklist:taxon:2d57d07e1d3d3026cac2d4d4d94a4421,ISO_3166-2:BE-WAL,Walloon Region,BE,present,introduced,established,,2008/2023,"Dekoninck, W., Ignace, D. & Wegnez, P., 2010. Records of a new pest ant species in Belgium, Technomyrmex vitiensis Mann, 1921. Bulletin S.R.B.E./K.B.V.E., 146: 83-90. | Boer, P., 2015. Mieren van de Benelux. | http://www.formicidae-atlas.be/  | https://www.nederlandsesoorten.nl/linnaeus_ng/app/views/species/nsr_taxon.php?id=165355&cat=162 | Dekoninck, W., Ignace, D., Vankerkhoven, F., Wegnez, P., 2012. Verspreidingsatlas van de mieren in België. | https://hal.archives-ouvertes.fr/hal-02109530/document | FORMIDABEL Databank",Pairi Daiza (zoo)
belgian-formicidae-checklist:taxon:2e6e421459effa52fce5a7f167f6b19e,ISO_3166-2:BE-VLG,Flemish Region,BE,present,native,native,,1987/2023,FORMIDABEL Databank,
belgian-formicidae-checklist:taxon:2e6e421459effa52fce5a7f167f6b19e,ISO_3166-2:BE-WAL,Walloon Region,BE,present,native,native,,1910/2023,FORMIDABEL Databank,
belgian-formicidae-checklist:taxon:30418a9e5d78ae9f5ed8c0258cdcf042,ISO_3166-2:BE-VLG,Flemish Region,BE,present,native,native,,1883/2023,FORMIDABEL Databank,
belgian-formicidae-checklist:taxon:30418a9e5d78ae9f5ed8c0258cdcf042,ISO_3166-2:BE-WAL,Walloon Region,BE,present,native,native,,1870/2023,FORMIDABEL Databank,
belgian-formicidae-checklist:taxon:30418a9e5d78ae9f5ed8c0258cdcf042,ISO_3166-2:BE-BRU,Brussels-Capital Region,BE,present,native,native,,1833/2023,FORMIDABEL Databank,
belgian-formicidae-checklist:taxon:30f7593f013ea0dfb09652383ae48359,ISO_3166-2:BE-VLG,Flemish Region,BE,present,native,native,,1937/2023,FORMIDABEL Databank,
belgian-formicidae-checklist:taxon:314aeef7f38b0f092d5f40fbf139df9c,ISO_3166-2:BE-WAL,Walloon Region,BE,doubtful,introduced,transported,unknown,2003/2003,"Dekoninck W, Hendrickx F, Dethier M, & Maelfait J-P, 2010. Spontaneous afforestation endangers the special ant fauna of abandoned quarries along the river Meuse (Wallonia, Belgium). Restoration Ecology, 18(5): 681-690. | Boer, P., 2015. Mieren van de Benelux. | Dekoninck, W., Maelfait, J-P., Vankerkhoven, F., Baugnée, J-Y., and Grootaert, P., 2006. An update of the checklist of the Belgian ant fauna with comments on new species for the country (Hymenoptera, Formicidae). Belgian Journal of Entomology 8, 27-41.  | http://www.formicidae.be/tetralla.htm | Dekoninck, W., Ignace, D., Vankerkhoven, F., Wegnez, P., 2012. Verspreidingsatlas van de mieren in België. | https://hal.archives-ouvertes.fr/hal-02109530/document | FORMIDABEL Databank","mogelijks reeds verdwenen, was wel in de vrije natuur"
belgian-formicidae-checklist:taxon:32b4fe25eabadc45c269c21c19431dd9,ISO_3166-2:BE-VLG,Flemish Region,BE,present,native,native,,2001/2012,FORMIDABEL Databank,
belgian-formicidae-checklist:taxon:33a152d620e9396063648f4816e8e1b7,ISO_3166-2:BE-VLG,Flemish Region,BE,present,introduced,invasive,contaminantOnPlants,2014/2023,"Dekoninck, W., Parmentier, T. & Seifert, B., 2016. First records of a supercolonial species of the Tapinoma nigerrimumcomplex in Belgium (Hymenoptera : Formicidae).Bulletin S.R.B.E./K.B.V.E, 151: 206-209. | https://www.nederlandsesoorten.nl/linnaeus_ng/app/views/species/nsr_taxon.php?id=180539&cat=162 | Noordijk, J., 2016. Leefwijze van Tapinoma nigerrimum (Hymenoptera: Formicidae), een nieuwe exotische mier in Nederland. entomologische berichten 76 (3). | FORMIDABEL Databank",outdoors
belgian-formicidae-checklist:taxon:33a152d620e9396063648f4816e8e1b7,ISO_3166-2:BE-VLG,Flemish Region,BE,present,introduced,invasive,transportationHabitatMaterial,2014/2023,"Dekoninck, W., Parmentier, T. & Seifert, B., 2016. First records of a supercolonial species of the Tapinoma nigerrimumcomplex in Belgium (Hymenoptera : Formicidae).Bulletin S.R.B.E./K.B.V.E, 151: 206-209. | https://www.nederlandsesoorten.nl/linnaeus_ng/app/views/species/nsr_taxon.php?id=180539&cat=162 | Noordijk, J., 2016. Leefwijze van Tapinoma nigerrimum (Hymenoptera: Formicidae), een nieuwe exotische mier in Nederland. entomologische berichten 76 (3). | FORMIDABEL Databank",outdoors
belgian-formicidae-checklist:taxon:33a152d620e9396063648f4816e8e1b7,ISO_3166-2:BE-VLG,Flemish Region,BE,present,introduced,invasive,contaminantNursery,2014/2023,"Dekoninck, W., Parmentier, T. & Seifert, B., 2016. First records of a supercolonial species of the Tapinoma nigerrimumcomplex in Belgium (Hymenoptera : Formicidae).Bulletin S.R.B.E./K.B.V.E, 151: 206-209. | https://www.nederlandsesoorten.nl/linnaeus_ng/app/views/species/nsr_taxon.php?id=180539&cat=162 | Noordijk, J., 2016. Leefwijze van Tapinoma nigerrimum (Hymenoptera: Formicidae), een nieuwe exotische mier in Nederland. entomologische berichten 76 (3). | FORMIDABEL Databank",outdoors
belgian-formicidae-checklist:taxon:35cbe614d0ba860bcd50e991111fc16d,ISO_3166-2:BE-WAL,Walloon Region,BE,present,native,native,,1905/2023,FORMIDABEL Databank,
belgian-formicidae-checklist:taxon:374846052e83e17cda0e9b5a34701d5b,ISO_3166-2:BE-VLG,Flemish Region,BE,present,native,native,,1866/2023,FORMIDABEL Databank,
belgian-formicidae-checklist:taxon:374846052e83e17cda0e9b5a34701d5b,ISO_3166-2:BE-WAL,Walloon Region,BE,present,native,native,,1877/2023,FORMIDABEL Databank,
belgian-formicidae-checklist:taxon:374846052e83e17cda0e9b5a34701d5b,ISO_3166-2:BE-BRU,Brussels-Capital Region,BE,present,native,native,,1870/2023,FORMIDABEL Databank,
belgian-formicidae-checklist:taxon:377d2dc1d65487dd5f63b532e396d4e3,ISO_3166-2:BE-WAL,Walloon Region,BE,doubtful,native,native,,1977/1977,FORMIDABEL Databank,
belgian-formicidae-checklist:taxon:3dbe821c55a86bfc47319463f2406724,ISO_3166-2:BE-VLG,Flemish Region,BE,present,native,native,,1917/2023,FORMIDABEL Databank,
belgian-formicidae-checklist:taxon:3dbe821c55a86bfc47319463f2406724,ISO_3166-2:BE-WAL,Walloon Region,BE,present,native,native,,1896/2023,FORMIDABEL Databank,
belgian-formicidae-checklist:taxon:3dbe821c55a86bfc47319463f2406724,ISO_3166-2:BE-BRU,Brussels-Capital Region,BE,present,native,native,,1909/2023,FORMIDABEL Databank,
belgian-formicidae-checklist:taxon:4425d2d384de028bc6cf5cbb5790aa9e,ISO_3166-2:BE-VLG,Flemish Region,BE,present,native,native,,1881/2023,FORMIDABEL Databank,
belgian-formicidae-checklist:taxon:4425d2d384de028bc6cf5cbb5790aa9e,ISO_3166-2:BE-WAL,Walloon Region,BE,present,native,native,,1910/2023,FORMIDABEL Databank,
belgian-formicidae-checklist:taxon:4425d2d384de028bc6cf5cbb5790aa9e,ISO_3166-2:BE-BRU,Brussels-Capital Region,BE,present,native,native,,1909/2023,FORMIDABEL Databank,
belgian-formicidae-checklist:taxon:456ba539144509ecf100ab48a5ddafc7,ISO_3166-2:BE-VLG,Flemish Region,BE,present,native,native,,1912/2023,FORMIDABEL Databank,
belgian-formicidae-checklist:taxon:456ba539144509ecf100ab48a5ddafc7,ISO_3166-2:BE-WAL,Walloon Region,BE,present,native,native,,1912/2023,FORMIDABEL Databank,
belgian-formicidae-checklist:taxon:456ba539144509ecf100ab48a5ddafc7,ISO_3166-2:BE-BRU,Brussels-Capital Region,BE,present,native,native,,1908/2023,FORMIDABEL Databank,
