taxonID,locationID,locality,countryCode,occurrenceStatus,establishmentMeans,degreeOfEstablishment,pathway,eventDate,source,occurrenceRemarks
belgian-formicidae-checklist:taxon:46f75db2bfca28104a610984172f1d16,ISO_3166-2:BE-VLG,Flemish Region,BE,present,introduced,casual,contaminantOnPlants,2010/2022,"Dekoninck W. & Brouckaert D., 2011. Paratrechina longicornis an introduced ant in a subtropicaswimming pool infrastructure in Belgium. Bulletin S.R.B.E./K.B.V.E., 147: 99-101. | Dekoninck W., Ignace D., Vankerkhoven F., Wegnez P., 2012. Verspreidingsatlas van de mieren in België. | http://www.formicidae-atlas.be/ | https://www.nederlandsesoorten.nl/linnaeus_ng/app/views/species/nsr_taxon.php?id=165297 | https://hal.archives-ouvertes.fr/hal-02109530/document | FORMIDABEL Databank",in tropical swimming pools
belgian-formicidae-checklist:taxon:46f75db2bfca28104a610984172f1d16,ISO_3166-2:BE-VLG,Flemish Region,BE,present,introduced,casual,transportationHabitatMaterial,2010/2022,"Dekoninck W. & Brouckaert D., 2011. Paratrechina longicornis an introduced ant in a subtropicaswimming pool infrastructure in Belgium. Bulletin S.R.B.E./K.B.V.E., 147: 99-101. | Dekoninck W., Ignace D., Vankerkhoven F., Wegnez P., 2012. Verspreidingsatlas van de mieren in België. | http://www.formicidae-atlas.be/ | https://www.nederlandsesoorten.nl/linnaeus_ng/app/views/species/nsr_taxon.php?id=165297 | https://hal.archives-ouvertes.fr/hal-02109530/document | FORMIDABEL Databank",in tropical swimming pools
belgian-formicidae-checklist:taxon:46f75db2bfca28104a610984172f1d16,ISO_3166-2:BE-VLG,Flemish Region,BE,present,introduced,casual,contaminantNursery,2010/2022,"Dekoninck W. & Brouckaert D., 2011. Paratrechina longicornis an introduced ant in a subtropicaswimming pool infrastructure in Belgium. Bulletin S.R.B.E./K.B.V.E., 147: 99-101. | Dekoninck W., Ignace D., Vankerkhoven F., Wegnez P., 2012. Verspreidingsatlas van de mieren in België. | http://www.formicidae-atlas.be/ | https://www.nederlandsesoorten.nl/linnaeus_ng/app/views/species/nsr_taxon.php?id=165297 | https://hal.archives-ouvertes.fr/hal-02109530/document | FORMIDABEL Databank",in tropical swimming pools
belgian-formicidae-checklist:taxon:48c90c933e35231900b9f8a82c7d5236,ISO_3166-2:BE-WAL,Walloon Region,BE,present,native,native,,1877/2023,FORMIDABEL Databank,
belgian-formicidae-checklist:taxon:48c90c933e35231900b9f8a82c7d5236,ISO_3166-2:BE-BRU,Brussels-Capital Region,BE,doubtful,native,native,,1966/1966,FORMIDABEL Databank,
belgian-formicidae-checklist:taxon:48c90c933e35231900b9f8a82c7d5236,ISO_3166-2:BE-VLG,Flemish Region,BE,present,native,native,,1939/2023,FORMIDABEL Databank,
belgian-formicidae-checklist:taxon:4b6424aeaf81a772be122532e0c39b05,ISO_3166-2:BE-WAL,Walloon Region,BE,present,native,native,,1998/2012,FORMIDABEL Databank,
belgian-formicidae-checklist:taxon:4bdb273fe12ff26de8986f1085cb9fdb,ISO_3166-2:BE-VLG,Flemish Region,BE,present,native,native,,2017/2018,"VANKERKHOVEN F, JACOBS M, CRÈVECOEUR L & DEKONINCK W, 2018. Camponotus fallax (Nylander, 1856), an expexted species finally discovered in Belgium (Hymenoptera: Formicidae). Bulletin SRBE/KBVE, 145(1): 27-30.",
belgian-formicidae-checklist:taxon:4d268d72a036f8976ebc59d598d6dc5a,ISO_3166-2:BE-WAL,Walloon Region,BE,present,native,native,,1912/2023,"Dekoninck W, Verdin A, Verdin L, Vankerkhoven F, 2024. Rediscovery of Camponotus herculeanus (Linnaeus, 1758) in Belgium after 85 years (Hymenoptera, Formicidae). Bulletin SRBE/KBVE, 160: x-y",
belgian-formicidae-checklist:taxon:4f2d6245c6b2a3ef82b1c29080ac3902,ISO_3166-2:BE-WAL,Walloon Region,BE,present,introduced,established,contaminantOnPlants,2005/2006,"Dekoninck, W., Wegnez, P., Espadaler, X. & Grootaert, P., 2006. First record of infestation of the ghost ant Tapinoma melanocephalum (Fabricius, 1793) in Belgium (Hymenoptera, Formicidae) – a new indoor pest problem for the country? Bulletin S.R.B.E./K.B.V.E., 142: 25-28. | http://www.formicidae-atlas.be/  | https://www.nederlandsesoorten.nl/linnaeus_ng/app/views/species/nsr_taxon.php?id=165266 | Boer, P., 2015. Mieren van de Benelux. | Dekoninck, W., Ignace, D., Vankerkhoven, F., Wegnez, P., 2012. Verspreidingsatlas van de mieren in België. | http://www.formicidae.be/tapimela.htm | https://hal.archives-ouvertes.fr/hal-02109530/document",indoors | probably introduced after 1980
belgian-formicidae-checklist:taxon:4f2d6245c6b2a3ef82b1c29080ac3902,ISO_3166-2:BE-WAL,Walloon Region,BE,present,introduced,established,transportationHabitatMaterial,2005/2006,"Dekoninck, W., Wegnez, P., Espadaler, X. & Grootaert, P., 2006. First record of infestation of the ghost ant Tapinoma melanocephalum (Fabricius, 1793) in Belgium (Hymenoptera, Formicidae) – a new indoor pest problem for the country? Bulletin S.R.B.E./K.B.V.E., 142: 25-28. | http://www.formicidae-atlas.be/  | https://www.nederlandsesoorten.nl/linnaeus_ng/app/views/species/nsr_taxon.php?id=165266 | Boer, P., 2015. Mieren van de Benelux. | Dekoninck, W., Ignace, D., Vankerkhoven, F., Wegnez, P., 2012. Verspreidingsatlas van de mieren in België. | http://www.formicidae.be/tapimela.htm | https://hal.archives-ouvertes.fr/hal-02109530/document",indoors | probably introduced after 1980
belgian-formicidae-checklist:taxon:4f2d6245c6b2a3ef82b1c29080ac3902,ISO_3166-2:BE-WAL,Walloon Region,BE,present,introduced,established,contaminantNursery,2005/2006,"Dekoninck, W., Wegnez, P., Espadaler, X. & Grootaert, P., 2006. First record of infestation of the ghost ant Tapinoma melanocephalum (Fabricius, 1793) in Belgium (Hymenoptera, Formicidae) – a new indoor pest problem for the country? Bulletin S.R.B.E./K.B.V.E., 142: 25-28. | http://www.formicidae-atlas.be/  | https://www.nederlandsesoorten.nl/linnaeus_ng/app/views/species/nsr_taxon.php?id=165266 | Boer, P., 2015. Mieren van de Benelux. | Dekoninck, W., Ignace, D., Vankerkhoven, F., Wegnez, P., 2012. Verspreidingsatlas van de mieren in België. | http://www.formicidae.be/tapimela.htm | https://hal.archives-ouvertes.fr/hal-02109530/document",indoors | probably introduced after 1980
belgian-formicidae-checklist:taxon:4f2d6245c6b2a3ef82b1c29080ac3902,ISO_3166-2:BE-WAL,Walloon Region,BE,present,introduced,established,biologicalControl,2005/2006,"Dekoninck, W., Wegnez, P., Espadaler, X. & Grootaert, P., 2006. First record of infestation of the ghost ant Tapinoma melanocephalum (Fabricius, 1793) in Belgium (Hymenoptera, Formicidae) – a new indoor pest problem for the country? Bulletin S.R.B.E./K.B.V.E., 142: 25-28. | http://www.formicidae-atlas.be/  | https://www.nederlandsesoorten.nl/linnaeus_ng/app/views/species/nsr_taxon.php?id=165266 | Boer, P., 2015. Mieren van de Benelux. | Dekoninck, W., Ignace, D., Vankerkhoven, F., Wegnez, P., 2012. Verspreidingsatlas van de mieren in België. | http://www.formicidae.be/tapimela.htm | https://hal.archives-ouvertes.fr/hal-02109530/document",indoors | probably introduced after 1980
belgian-formicidae-checklist:taxon:4f2d6245c6b2a3ef82b1c29080ac3902,ISO_3166-2:BE-VLG,Flemish Region,BE,present,introduced,established,,2011/2022,FORMIDABEL Databank,
belgian-formicidae-checklist:taxon:501ddc761e9ded796dc8f9718942f845,ISO_3166-2:BE-VLG,Flemish Region,BE,present,native,native,,2000/2022,FORMIDABEL Databank,
belgian-formicidae-checklist:taxon:501ddc761e9ded796dc8f9718942f845,ISO_3166-2:BE-WAL,Walloon Region,BE,present,native,native,,1905/2022,"Wegnez P, De Greef S, Degache S, Ignace D & Dekoninck W, 2011. Observations récentes de la fourmi Formicoxenus nitidulus (Nylander, 1846) en Belgique et en France (Hyménoptère Formicidae). Bulletin S.R.B.E./K.B.V.E., 147: 20-27.",
belgian-formicidae-checklist:taxon:52a0b1054257e84e5e96a61b52f6b95b,ISO_3166-2:BE-VLG,Flemish Region,BE,present,native,native,,1866/2023,FORMIDABEL Databank,
belgian-formicidae-checklist:taxon:52a0b1054257e84e5e96a61b52f6b95b,ISO_3166-2:BE-WAL,Walloon Region,BE,present,native,native,,1876/2023,FORMIDABEL Databank,
belgian-formicidae-checklist:taxon:52a0b1054257e84e5e96a61b52f6b95b,ISO_3166-2:BE-BRU,Brussels-Capital Region,BE,present,native,native,,1874/2023,FORMIDABEL Databank,
belgian-formicidae-checklist:taxon:54fd64a0871b4b830b30c43274d43630,ISO_3166-2:BE-WAL,Walloon Region,BE,absent,native,native,,1918/1918,FORMIDABEL Databank,
belgian-formicidae-checklist:taxon:55995d3bb397aedf636ace20dac127bc,ISO_3166-2:BE-WAL,Walloon Region,BE,present,native,native,,1912/2023,FORMIDABEL Databank,
belgian-formicidae-checklist:taxon:566ff2a2d031fc0c22cdb1efc0201773,ISO_3166-2:BE-WAL,Walloon Region,BE,present,native,native,,1899/2023,FORMIDABEL Databank,
belgian-formicidae-checklist:taxon:566ff2a2d031fc0c22cdb1efc0201773,ISO_3166-2:BE-VLG,Flemish Region,BE,present,native,native,,2011/2011,FORMIDABEL Databank,
belgian-formicidae-checklist:taxon:56a51ef43fe87efd5ff8ab3f93a413c3,ISO_3166-2:BE-VLG,Flemish Region,BE,present,native,native,,1949/2023,FORMIDABEL Databank,
belgian-formicidae-checklist:taxon:56a51ef43fe87efd5ff8ab3f93a413c3,ISO_3166-2:BE-WAL,Walloon Region,BE,present,native,native,,1909/2023,FORMIDABEL Databank,
belgian-formicidae-checklist:taxon:56a51ef43fe87efd5ff8ab3f93a413c3,ISO_3166-2:BE-BRU,Brussels-Capital Region,BE,present,native,native,,1910/2023,FORMIDABEL Databank,
belgian-formicidae-checklist:taxon:5837058822f3e24caeddd21a7dfc4326,ISO_3166-2:BE-VLG,Flemish Region,BE,present,native,native,,1866/2023,FORMIDABEL Databank,
belgian-formicidae-checklist:taxon:5837058822f3e24caeddd21a7dfc4326,ISO_3166-2:BE-WAL,Walloon Region,BE,present,native,native,,1905/2023,FORMIDABEL Databank,
belgian-formicidae-checklist:taxon:5837058822f3e24caeddd21a7dfc4326,ISO_3166-2:BE-BRU,Brussels-Capital Region,BE,present,native,native,,1895/2023,FORMIDABEL Databank,
belgian-formicidae-checklist:taxon:5b9e47bd0e7f302cd9989aa50b9426d4,ISO_3166-2:BE-VLG,Flemish Region,BE,present,native,native,,1866/2023,FORMIDABEL Databank,
belgian-formicidae-checklist:taxon:5b9e47bd0e7f302cd9989aa50b9426d4,ISO_3166-2:BE-WAL,Walloon Region,BE,present,native,native,,1878/2023,FORMIDABEL Databank,
belgian-formicidae-checklist:taxon:5b9e47bd0e7f302cd9989aa50b9426d4,ISO_3166-2:BE-BRU,Brussels-Capital Region,BE,present,native,native,,1973/1973,FORMIDABEL Databank,
belgian-formicidae-checklist:taxon:5d980be02164004c70f2200b98050c86,ISO_3166-2:BE-VLG,Flemish Region,BE,present,native,native,,2007/2020,"Vankerkhoven F, Evens J & Dekoninck W, 2008. First observation of Myrmica gallienii, Bondroit 1920 for Belgium (Hymenoptera, Formicidae). Bulletin S.R.B.E./K.B.V.E., 144: 35-42.",
belgian-formicidae-checklist:taxon:5f510cbdfc3f23ee444960913a92e4a2,ISO_3166-2:BE-WAL,Walloon Region,BE,present,native,native,,2000/2023,FORMIDABEL Databank,
belgian-formicidae-checklist:taxon:5fae7ac2e66d71c03dc7b81cc4ed2722,ISO_3166-2:BE-VLG,Flemish Region,BE,present,native,native,,1997/2023,FORMIDABEL Databank,
belgian-formicidae-checklist:taxon:626f9578886449933ec8af114a025ded,ISO_3166-2:BE-VLG,Flemish Region,BE,present,native,native,,1977/2023,FORMIDABEL Databank,
belgian-formicidae-checklist:taxon:626f9578886449933ec8af114a025ded,ISO_3166-2:BE-WAL,Walloon Region,BE,present,native,native,,1910/2023,FORMIDABEL Databank,
belgian-formicidae-checklist:taxon:6403b49993158cd98c55bb7bf275372e,ISO_3166-2:BE-VLG,Flemish Region,BE,present,native,native,,1939/2023,FORMIDABEL Databank,
belgian-formicidae-checklist:taxon:6403b49993158cd98c55bb7bf275372e,ISO_3166-2:BE-WAL,Walloon Region,BE,present,native,native,,1881/2023,FORMIDABEL Databank,
belgian-formicidae-checklist:taxon:6403b49993158cd98c55bb7bf275372e,ISO_3166-2:BE-BRU,Brussels-Capital Region,BE,present,native,native,,2007/2023,FORMIDABEL Databank,
belgian-formicidae-checklist:taxon:693bef777dbee9087ed985337ea7dd94,ISO_3166-2:BE-VLG,Flemish Region,BE,present,native,native,,1922/2023,FORMIDABEL Databank,
belgian-formicidae-checklist:taxon:693bef777dbee9087ed985337ea7dd94,ISO_3166-2:BE-WAL,Walloon Region,BE,present,native,native,,1910/2023,FORMIDABEL Databank,
belgian-formicidae-checklist:taxon:6a3dacde2bcb11be5599514da7c3765c,ISO_3166-2:BE-WAL,Walloon Region,BE,present,native,native,,1909/2023,FORMIDABEL Databank,
belgian-formicidae-checklist:taxon:6ace4f4bb6441dcd4d979df6325d1892,ISO_3166-2:BE-VLG,Flemish Region,BE,present,introduced,established,transportStowaway,1918/2023,"www.formicidae.be/hypopunc.htm | Dekoninck W., Ignace D., Vankerkhoven F., Wegnez P., 2012. Verspreidingsatlas van de mieren in België. | Boer P., Blommaart J., Huijbregts H., van Nunen F., and Vorst O., 2006. De compostmier Hypoponera punctatissima in het vrije veld. Entomologische Berichten Amsterdam 66(2), 56-57. | waarnemingen.be/observation/203905484/ | Boer, P., 2015. Mieren van de Benelux. | http://www.formicidae-atlas.be/ | Dekoninck, W, Maelfait, J-P, Vankerkhoven, F, Baugnée, J-Y, and Grootaert, P, 2006. An update of the checklist of the Belgian ant fauna with comments on new species for the country (Hymenoptera, Formicidae). Belgian Journal of Entomology 8, 27-41. | Loneux, M., Walravens, E., 2002. Présence de fourmis Hypoponera punctatissima en Belgique, Bulletin  S.R.B.E. 72, 189-191. | https://hal.archives-ouvertes.fr/hal-02109530/document | FORMIDABEL Databank",in vrije natuur + binnen
belgian-formicidae-checklist:taxon:6ace4f4bb6441dcd4d979df6325d1892,ISO_3166-2:BE-VLG,Flemish Region,BE,present,introduced,established,naturalDispersal,1918/2023,"www.formicidae.be/hypopunc.htm | Dekoninck W., Ignace D., Vankerkhoven F., Wegnez P., 2012. Verspreidingsatlas van de mieren in België. | Boer P., Blommaart J., Huijbregts H., van Nunen F., and Vorst O., 2006. De compostmier Hypoponera punctatissima in het vrije veld. Entomologische Berichten Amsterdam 66(2), 56-57. | waarnemingen.be/observation/203905484/ | Boer, P., 2015. Mieren van de Benelux. | http://www.formicidae-atlas.be/ | Dekoninck, W, Maelfait, J-P, Vankerkhoven, F, Baugnée, J-Y, and Grootaert, P, 2006. An update of the checklist of the Belgian ant fauna with comments on new species for the country (Hymenoptera, Formicidae). Belgian Journal of Entomology 8, 27-41. | Loneux, M., Walravens, E., 2002. Présence de fourmis Hypoponera punctatissima en Belgique, Bulletin  S.R.B.E. 72, 189-191. | https://hal.archives-ouvertes.fr/hal-02109530/document | FORMIDABEL Databank",in vrije natuur + binnen
belgian-formicidae-checklist:taxon:6ace4f4bb6441dcd4d979df6325d1892,ISO_3166-2:BE-WAL,Walloon Region,BE,present,introduced,established,,1905/2023,FORMIDABEL Databank,
belgian-formicidae-checklist:taxon:6ace4f4bb6441dcd4d979df6325d1892,ISO_3166-2:BE-BRU,Brussels-Capital Region,BE,present,introduced,established,,1994/2023,FORMIDABEL Databank,
belgian-formicidae-checklist:taxon:6b35290c57876762e83df95f30352fa3,ISO_3166-2:BE-VLG,Flemish Region,BE,present,native,native,,1973/2023,FORMIDABEL Databank,
belgian-formicidae-checklist:taxon:6b35290c57876762e83df95f30352fa3,ISO_3166-2:BE-WAL,Walloon Region,BE,present,native,native,,1905/2023,FORMIDABEL Databank,
belgian-formicidae-checklist:taxon:6b35290c57876762e83df95f30352fa3,ISO_3166-2:BE-BRU,Brussels-Capital Region,BE,present,native,native,,1909/2023,FORMIDABEL Databank,
belgian-formicidae-checklist:taxon:727c00b8e299ed34d52239b3b92bf805,ISO_3166-2:BE-VLG,Flemish Region,BE,present,native,native,,1943/2022,FORMIDABEL Databank,
belgian-formicidae-checklist:taxon:727c00b8e299ed34d52239b3b92bf805,ISO_3166-2:BE-WAL,Walloon Region,BE,doubtful,native,native,,1918/1918,FORMIDABEL Databank,
belgian-formicidae-checklist:taxon:72ff93034eb459a97dd58a4284598b6c,ISO_3166-2:BE-WAL,Walloon Region,BE,absent,native,native,,1918/1918,FORMIDABEL Databank,
belgian-formicidae-checklist:taxon:73e29320b497b7abe292dbd767fbf50f,ISO_3166-2:BE-VLG,Flemish Region,BE,present,introduced,established,,2022/2023,FORMIDABEL Databank,in greenhouse but also in the Garden in Eelko
belgian-formicidae-checklist:taxon:73ea2c71df8bc15f9173f693e5197a82,ISO_3166-2:BE-VLG,Flemish Region,BE,present,introduced,casual,contaminantOnPlants,2007/2007,"Boer, P., 2015. Mieren van de Benelux. | http://www.formicidae-atlas.be/ | Dekoninck, W., Ignace, D., Vankerkhoven, F., Wegnez, P., 2012. Verspreidingsatlas van de mieren in België. | Boer, P., Noordwijk, J., Brooks, M., van Loon, A. 2017. Invasieve mieren vragen een gecoördineerde aanpak. De levende natuur 134-135. | FORMIDABEL Databank",
belgian-formicidae-checklist:taxon:785e2f0229c16b3b131a3e058d4fe5a1,ISO_3166-2:BE-VLG,Flemish Region,BE,present,native,native,,1866/2023,FORMIDABEL Databank,
belgian-formicidae-checklist:taxon:785e2f0229c16b3b131a3e058d4fe5a1,ISO_3166-2:BE-WAL,Walloon Region,BE,present,native,native,,1870/2023,FORMIDABEL Databank,
belgian-formicidae-checklist:taxon:785e2f0229c16b3b131a3e058d4fe5a1,ISO_3166-2:BE-BRU,Brussels-Capital Region,BE,present,native,native,,1872/2023,FORMIDABEL Databank,
belgian-formicidae-checklist:taxon:7c71f4bd5a550f552ca4ccecd033c75d,ISO_3166-2:BE-VLG,Flemish Region,BE,present,native,native,,1866/2023,FORMIDABEL Databank,
belgian-formicidae-checklist:taxon:7c71f4bd5a550f552ca4ccecd033c75d,ISO_3166-2:BE-WAL,Walloon Region,BE,present,native,native,,1874/2023,FORMIDABEL Databank,
belgian-formicidae-checklist:taxon:7c71f4bd5a550f552ca4ccecd033c75d,ISO_3166-2:BE-BRU,Brussels-Capital Region,BE,present,native,native,,1879/2005,FORMIDABEL Databank,
belgian-formicidae-checklist:taxon:82243753baf777aef94e1e2b32bdc278,ISO_3166-2:BE-VLG,Flemish Region,BE,present,native,native,,1987/2023,FORMIDABEL Databank,
belgian-formicidae-checklist:taxon:82243753baf777aef94e1e2b32bdc278,ISO_3166-2:BE-WAL,Walloon Region,BE,present,native,native,,1920/2023,FORMIDABEL Databank,
belgian-formicidae-checklist:taxon:86b93f257457bfbb98e33ef03ed2ac0c,ISO_3166-2:BE-WAL,Walloon Region,BE,present,native,native,,1881/2023,FORMIDABEL Databank,
belgian-formicidae-checklist:taxon:91ee6ec970ae60ec93cf6fe6ce65b594,ISO_3166-2:BE-BRU,Brussels-Capital Region,BE,absent,introduced,transported,contaminantNursery,1911/1911,"https://www.antweb.org/description.do?genus=pheidole&species=bilimeki&rank=species&project=allantwebants | https://www.nederlandsesoorten.nl/linnaeus_ng/app/views/species/nsr_taxon.php?id=165335&cat=162 | Sarnat, E. M. et al., 2015. Introduced Pheidole of the world: taxonomy, biology and distribution. ZooKeys (543): 1–109. | https://hal.archives-ouvertes.fr/hal-02109530/document",
belgian-formicidae-checklist:taxon:91ee6ec970ae60ec93cf6fe6ce65b594,ISO_3166-2:BE-BRU,Brussels-Capital Region,BE,absent,introduced,transported,contaminantOnPlants,1911/1911,"https://www.antweb.org/description.do?genus=pheidole&species=bilimeki&rank=species&project=allantwebants | https://www.nederlandsesoorten.nl/linnaeus_ng/app/views/species/nsr_taxon.php?id=165335&cat=162 | Sarnat, E. M. et al., 2015. Introduced Pheidole of the world: taxonomy, biology and distribution. ZooKeys (543): 1–109. | https://hal.archives-ouvertes.fr/hal-02109530/document",
belgian-formicidae-checklist:taxon:91ee6ec970ae60ec93cf6fe6ce65b594,ISO_3166-2:BE-BRU,Brussels-Capital Region,BE,absent,introduced,transported,transportationHabitatMaterial,1911/1911,"https://www.antweb.org/description.do?genus=pheidole&species=bilimeki&rank=species&project=allantwebants | https://www.nederlandsesoorten.nl/linnaeus_ng/app/views/species/nsr_taxon.php?id=165335&cat=162 | Sarnat, E. M. et al., 2015. Introduced Pheidole of the world: taxonomy, biology and distribution. ZooKeys (543): 1–109. | https://hal.archives-ouvertes.fr/hal-02109530/document",
belgian-formicidae-checklist:taxon:93854deb27d5ebc09e04446886458f1f,ISO_3166-2:BE-BRU,Brussels-Capital Region,BE,present,native,native,,1911/2023,FORMIDABEL Databank,
belgian-formicidae-checklist:taxon:93854deb27d5ebc09e04446886458f1f,ISO_3166-2:BE-VLG,Flemish Region,BE,present,native,native,,1866/2023,FORMIDABEL Databank,
belgian-formicidae-checklist:taxon:93854deb27d5ebc09e04446886458f1f,ISO_3166-2:BE-WAL,Walloon Region,BE,present,native,native,,1912/2023,FORMIDABEL Databank,
belgian-formicidae-checklist:taxon:9cd8f165f667cadd8fd4545f8be9c68b,ISO_3166-2:BE-VLG,Flemish Region,BE,present,native,native,,1900/2023,FORMIDABEL Databank,
belgian-formicidae-checklist:taxon:9cd8f165f667cadd8fd4545f8be9c68b,ISO_3166-2:BE-WAL,Walloon Region,BE,present,native,native,,1878/2023,FORMIDABEL Databank,
belgian-formicidae-checklist:taxon:9d0764c2c90289f8cbbaa6ca5ac71504,ISO_3166-2:BE-WAL,Walloon Region,BE,present,native,native,,2009/2009,FORMIDABEL Databank,
belgian-formicidae-checklist:taxon:9e1a3b722ba4eb74ea83b9da748a62ab,ISO_3166-2:BE-VLG,Flemish Region,BE,present,native,native,,1977/2023,FORMIDABEL Databank,
belgian-formicidae-checklist:taxon:9e1a3b722ba4eb74ea83b9da748a62ab,ISO_3166-2:BE-WAL,Walloon Region,BE,present,native,native,,1905/2023,FORMIDABEL Databank,
belgian-formicidae-checklist:taxon:9e1a3b722ba4eb74ea83b9da748a62ab,ISO_3166-2:BE-BRU,Brussels-Capital Region,BE,present,native,native,,2005/2023,FORMIDABEL Databank,
belgian-formicidae-checklist:taxon:a1196d05362401dd27670b844d180ce6,ISO_3166-2:BE-VLG,Flemish Region,BE,present,native,native,,2017/2017,FORMIDABEL Databank,
belgian-formicidae-checklist:taxon:a1196d05362401dd27670b844d180ce6,ISO_3166-2:BE-WAL,Walloon Region,BE,present,native,native,,1942/2023,FORMIDABEL Databank,
belgian-formicidae-checklist:taxon:a20a129a6da1e15e4fe601c9a50dc928,ISO_3166-2:BE-VLG,Flemish Region,BE,present,native,native,,1938/2020,FORMIDABEL Databank,
belgian-formicidae-checklist:taxon:a323967821fdf4dec9b7ed8d9715210b,ISO_3166-2:BE-VLG,Flemish Region,BE,present,native,native,,1977/2023,FORMIDABEL Databank,
belgian-formicidae-checklist:taxon:a323967821fdf4dec9b7ed8d9715210b,ISO_3166-2:BE-WAL,Walloon Region,BE,present,native,native,,1867/2023,FORMIDABEL Databank,
belgian-formicidae-checklist:taxon:a323967821fdf4dec9b7ed8d9715210b,ISO_3166-2:BE-BRU,Brussels-Capital Region,BE,present,native,native,,2009/2009,FORMIDABEL Databank,
belgian-formicidae-checklist:taxon:a50880ad8d5d562bdfbb87599ea04be5,ISO_3166-2:BE-VLG,Flemish Region,BE,present,native,native,,1950/2023,FORMIDABEL Databank,
belgian-formicidae-checklist:taxon:a50880ad8d5d562bdfbb87599ea04be5,ISO_3166-2:BE-WAL,Walloon Region,BE,present,native,native,,1910/2023,FORMIDABEL Databank,
belgian-formicidae-checklist:taxon:a50880ad8d5d562bdfbb87599ea04be5,ISO_3166-2:BE-BRU,Brussels-Capital Region,BE,present,native,native,,1909/2023,FORMIDABEL Databank,
belgian-formicidae-checklist:taxon:a9d190cfb814726676ffd6bc52d8effe,ISO_3166-2:BE-WAL,Walloon Region,BE,absent,native,native,,1920/1920,FORMIDABEL Databank,
